Cell Number,Frame,Area,Perimeter,Extent,Solidity,Compactness,Elongation,Circularity,Convexity
1,mask0000,19221.0,1319.688383542068,0.7360137851809305,0.49396073190789475,0.138689331559794,0.9758856868034529,0.9383135971412624,0.22623756396312011
1,mask0022,15870.0,992.048773235279,0.8158963549431906,0.6444931773879142,0.20263793075024888,0.9816285257552286,0.9080140865340891,0.2857445148364773
1,mask0026,23669.0,1603.2447327281723,0.7964801292189656,0.5632793907663017,0.11571512534954803,0.9811840799207406,0.9451928485624175,0.2174431792908922
2,mask0000,19719.0,728.6761902332485,0.8250627615062761,0.6172990232907588,0.46668688136611947,0.9189337167858739,0.5627331322151472,0.6038993182635668
2,mask0001,20319.0,693.6051224213829,0.8425526621330237,0.6118337850045167,0.5307470765512825,0.9729142712007427,0.5699251447395661,0.6020879866249119
2,mask0002,19453.0,691.3624817342638,0.8306148590947908,0.6406177962194559,0.511428392824076,0.9542109121789647,0.574387696637142,0.5991929653236354
2,mask0003,17590.0,746.5756851698602,0.7977324263038549,0.5940560621411686,0.3965774541378681,0.8636454477711871,0.5738637679139105,0.5892457827493365
2,mask0004,20011.0,889.5229073212245,0.7775791723333981,0.6061735126620623,0.3178076761002566,0.7677360771642242,0.5158354744635256,0.6137258880402501
2,mask0005,17235.0,636.1492782986674,0.9151003504300733,0.7211297071129708,0.5351839420348927,0.9830707117358335,0.6367105765449745,0.5829126568972466
2,mask0006,18674.0,724.4751801064718,0.8222809335094672,0.6031653746770026,0.4470953937007264,0.9064164033085492,0.5747461164071841,0.5966462053450426
2,mask0007,19164.0,742.9604614807104,0.79601246105919,0.5922675155298699,0.4362793140299561,0.9104569913125511,0.5758644614433713,0.5898276370368776
2,mask0008,20006.0,737.5462479183374,0.8138806395183271,0.6069045018808397,0.4621592103745384,0.9177984835552978,0.5464358998667709,0.6071241794099105
2,mask0011,20775.0,761.7888886054566,0.7794327305470098,0.5576881778159561,0.44986440233908825,0.9487114189191537,0.5881777573979281,0.5795416676589539
2,mask0012,21529.0,808.1736649163068,0.786189015483494,0.5636158961202157,0.41421357974638,0.9092331938524947,0.5600271089427314,0.5873187307673704
2,mask0013,22488.0,913.6295090390225,0.7853326348873756,0.5867863479803779,0.3385481618049164,0.7978731540829669,0.5172851375893603,0.6130708035642797
2,mask0014,19912.0,748.7178207935912,0.8015135048102081,0.5794436037713887,0.44636322547314716,0.9054003683103179,0.5228462751106157,0.6220765054751587
2,mask0015,18187.0,645.3208511739211,0.9220746298925168,0.6765997023809524,0.5488068644785592,0.9939572739491948,0.6001006191663354,0.6013446945848914
2,mask0016,19882.0,786.4102089490162,0.8210274198876776,0.6211766176148967,0.4039909608065916,0.8205687008976327,0.4219245685000822,0.6888038840500026
2,mask0017,18389.0,723.2741699796952,0.8279976586068711,0.5940366972477065,0.44173525894229887,0.8611671454381885,0.44182797523606865,0.6849369957645582
2,mask0018,21678.0,907.8305191657993,0.7627190204770952,0.559634448574969,0.3305365720065086,0.8073758728394947,0.5280308618225299,0.6003160642234935
2,mask0019,18556.0,696.8183258569795,0.7953707672524646,0.5704974481952899,0.480236428202269,0.9446257527615068,0.5368588994402543,0.6222726600821827
2,mask0020,20711.0,869.0437226013956,0.7955977258758451,0.6084312573443008,0.34460984382682947,0.750054912687403,0.36980638984835124,0.7085957643532902
2,mask0021,19070.0,681.3624817342638,0.8301771799225109,0.5984998273859963,0.5161835081689353,0.9903343827070852,0.5690833254444443,0.6013192657002981
2,mask0022,18273.0,649.8061325481598,0.8923670459539972,0.659627463721031,0.5438161574570625,0.9961753458438131,0.5967550690248096,0.5966657540466129
2,mask0023,20139.0,873.3868683519032,0.7758600762800015,0.5901019690576652,0.3317679659599209,0.7652675988129319,0.45742457608986886,0.6498231839878421
2,mask0024,17658.0,623.6639969244288,0.9344340371487537,0.6825139146567718,0.5704926179812895,0.9986716742070862,0.581897660596953,0.6149787890607588
2,mask0025,17779.0,736.9604614807105,0.8049531398560239,0.5782728899007968,0.41136640134455127,0.8461054250444188,0.47275120885329247,0.6631160030068058
2,mask0026,18620.0,749.303607231218,0.7858529585549084,0.5598652955679836,0.4167483547428426,0.8913468250486708,0.5606522258527613,0.5987654322300437
2,mask0027,17617.0,743.6467529817256,0.7719982471516214,0.5523955850997115,0.4003210677324153,0.8871782899135099,0.5957268680146903,0.5787314909935314
2,mask0029,17401.0,659.1787155501902,0.8811079041976809,0.6281495920872139,0.5032429730216419,0.9935637440012272,0.6433209405537932,0.5642626330629846
2,mask0030,17679.0,663.5634918610403,0.8916179140609239,0.6448189079768027,0.5045481197972064,0.9900123807400786,0.6463212145109218,0.5589488795087968
2,mask0032,20002.0,807.3624817342637,0.7874183135186206,0.5684001136686558,0.38560811005511836,0.969745424664002,0.7291777285957322,0.4701279277469379
2,mask0033,19949.0,788.9188309203678,0.7868496824833353,0.5487127296732314,0.40277856417229047,0.9802286601297173,0.7059270229242818,0.48677196743601914
2,mask0034,17944.0,689.9482681718907,0.8541507996953541,0.5887139107611549,0.4736920182167234,0.9874955556743632,0.6430557301531987,0.5510604032226338
2,mask0035,17589.0,676.6345596729059,0.8695802640035596,0.6065172413793103,0.4827726527591971,0.9884738485117737,0.6416587202563809,0.5537072185092201
2,mask0036,17644.0,675.0782104868018,0.87454770755886,0.6084137931034482,0.48651779768923753,0.9933559044950525,0.6406180029357467,0.5534439955336916
2,mask0037,17623.0,689.7411613907041,0.8871381827334508,0.6106375606375606,0.46549756903088213,0.9790931533529992,0.6582389916628983,0.5428352630494873
2,mask0038,16958.0,653.4629867976521,0.9040409425311867,0.6495327102803738,0.4990482166912202,0.9847870067821425,0.6370040782794564,0.5628724429918069
2,mask0040,17062.0,666.2914139223983,0.8651252408477842,0.6108843537414966,0.48296022813519257,0.9863232505634792,0.6347672880291468,0.5563007476361836
2,mask0041,17213.0,708.7117241391813,0.7983766233766234,0.5610495436766623,0.43065272357023165,0.975945466617472,0.6578514429712246,0.5298863468852749
2,mask0042,16490.0,667.2203461105328,0.8384177343908887,0.5802251935256861,0.46547028067708557,0.9856773677020725,0.6404839525821553,0.5507786330230344
2,mask0044,16171.0,647.3624817342638,0.839397871788217,0.5962758112094395,0.48489944732475465,0.9884827324149166,0.6209376862958121,0.5604616371259934
2,mask0047,16451.0,667.1198410471445,0.841914022517912,0.5881238381238382,0.46450934086101653,0.9891875412498623,0.6455420997746224,0.5377953742011115
